소속,직위,성명,본인과의 관계,재산 구분,재산의 종류,소재지 면적 등 권리의 명세,종전가액(천원),증가액(천원),감소액(천원),현재가액(천원),변동사유
국회,국회의원,이건태,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2013년식 에쿠스 배기량(3,778cc)","17,870",0,"4,460","13,410",가액변동
국회,국회의원,이건태,본인,예금,,"국민은행 7,329(27 증가), 농협은행 2,884(1,796 감소), 삼성생명보험 60,200(4,200 증가), 상호저축은행중앙회 316,003(25,001 증가), 신용협동조합중앙회 57(1 증가), 신한라이프생명보험 67,461(2,752 증가), 신한은행 9,098(5,433 증가)","427,414","181,414","145,796","463,032","급여저축 및 예금이자, 생활비지출 등"
국회,국회의원,이건태,배우자,예금,,"(주)DB저축은행 55,540(2,951 증가), (주)비엔케이저축은행 24,563(28,123 감소), KB증권 130(25 증가), NH투자증권 462(135 증가), OSB저축은행 48,000(742 감소), SBI저축은행 96,014(45,969 증가), 국민은행 6,000, 농협은행 14,572(14,568 증가), 농협중앙회 12,180(10,725 증가), 메리츠화재해상보험(보험) 70(70 증가), 삼성증권 32(14 증가), 상호저축은행중앙회 2,162,396(306,210 증가), 신한라이프생명보험 732,000, 신한은행 1, 애큐온저축은행 12,437(37,836 감소), 엔에이치저축은행(주) 57,026(8,026 증가), 우리은행 0(254 감소), 웰컴저축은행 25,001(19,999 감소), 푸른저축은행 0(46,500 감소)","2,991,185","1,337,866","1,082,627","3,246,424",
국회,국회의원,이건태,부,예금,,"농협손해보험 4,099(1,199 증가), 농협중앙회 13,214(25,177 감소), 산림조합중앙회 12, 우체국 1,015(399 감소)","42,717","6,022","30,399","18,340",
국회,국회의원,이건태,모,예금,,"농협중앙회 36,095(3,470 증가), 우체국 1,801(200 감소)","34,626","35,270","32,000","37,896",
국회,국회의원,이건태,장남,예금,,"(주)카카오페이증권 406(20 감소), 농협중앙회 1,752(56 증가), 미래에셋증권 2,749(343 증가), 삼성증권 1, 상호저축은행중앙회 0(5,000 감소), 신한은행 16,122(3,778 증가), 아이비케이투자증권(주) 65(65 증가), 우리은행 8,314(5,469 증가), 중소기업은행 19,304(14,858 증가), 토스증권(주) 983(983 증가), 한국투자증권 477(477 증가)","29,164","32,529","11,520","50,173",
국회,국회의원,이건태,장녀,예금,,"(주)KEB하나은행 0(3 감소), 미래에셋증권 1, 스탠다드차타드은행 1,000(1,000 증가), 신한은행 12,587(2,820 증가), 엔에이치저축은행(주) 38,395(19,351 증가)","28,815","40,501","17,333","51,983","급여저축 및 예금이자, 생활비지출 등"
국회,국회의원,이건태,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 6,034(6,034 증가), 신한은행 111,645(108,387 증가)","3,258","114,421",0,"117,679",국회의원이건태후원회와 최고위원경선후보자이건태후원회 기부금으로 증가
국회,국회의원,이건태,배우자,증권,상장주식,"대한해운보통주 1주, 삼성전자 114주, 신세계 3주, 이마트 8주","6,972","8,089",1,"15,060",평가액변동 등
국회,국회의원,이건태,장남,증권,상장주식,"삼성중공업보통주 0주(1주 감소), 애플 0주(0.000271주 감소), 윌비스보통주 0주(1주 감소)",12,0,12,0,
국회,국회의원,이건태,본인,채권,,사인간채권,"30,000",0,0,"30,000",변동없음
국회,국회의원,이건태,본인,채무,건물임대채무,서울특별시 서초구 신원동 임대보증금,"150,000",0,0,"150,000",변동없음
국회,국회의원,이건태,배우자,채무,건물임대채무,서울특별시 서초구 신원동 임대보증금,"150,000",0,0,"150,000",변동없음
국회,국회의원,이건태,장남,채무,,사인간채무,"30,000",0,0,"30,000",변동없음
국회,국회의원,이건태,총 계,채무,,,"4,848,721","2,011,615","1,327,330","5,533,006","증감액: 684,285천원 (가액변동: 36,073천원)"
국회,국회의원,이광희,배우자,건물,아파트,충청북도 청주시 서원구 산남동 유승한내들아파트 건물 59.89㎡,"118,000",0,"1,000","117,000",
국회,국회의원,이광희,장남,건물,아파트(전세(임 차)권),서울특별시 용산구 효창동 용산 데시앙 포레 건물 39.44㎡,"132,130",0,0,"132,130",
국회,국회의원,이광희,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2011년식 그랜저 배기량(2,359cc) 감소","5,600",0,"5,600",0,
국회,국회의원,이광희,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2011년식 그랜저 배기량(2,359cc) 증가",0,"4,851 (4,851)",0,"4,851",
국회,국회의원,이광희,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,2007년식 뉴마티즈 배기량(796cc) 감소,380,0,380,0,
국회,국회의원,이광희,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2011년식 그랜저 배기량(2,359cc) 증가",0,49 (49),0,49,
국회,국회의원,이광희,본인,예금,,"농협은행 33,530(16,772 증가), 메리츠화재해상보험(보험) 18(18 증가), 삼성화재해상보험 3,605(135 감소), 신용협동조합중앙회 68, 신한은행 7,770(2,017 증가)","26,319","19,755","1,083","44,991",급여저축 및 생활비 지출 등
국회,국회의원,이광희,배우자,예금,,"(주)카카오페이증권 3,992(1,061 증가), KB증권 2, 농협은행 1,205(419 증가), 메리츠화재해상보험(보험) 14,615(1,579 증가), 삼성생명보험 46,993, 신한은행 17,213(3,403 증가), 주식회사 카카오뱅크 2,295(2,286 감소), 토스증권(주) 3(3 증가)","82,139","6,465","2,286","86,318",급여저축 및 생활비 지출 등
국회,국회의원,이광희,장남,예금,,"(주)카카오페이증권 112(7 증가), 롯데손해보험 4,258(851 증가), 메리츠화재해상보험(보험) 7,697(516 증가), 신한은행 11,148(2,923 증가), 주식회사 카카오뱅크 0(9 감소)","18,927","4,597",309,"23,215",
국회,국회의원,이광희,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협중앙회 102,759(49,875 증가)","52,884","49,875",0,"102,759",후원금 증가
국회,국회의원,이광희,본인,채무,금융채무,"농협은행 0(18,644 감소)","18,644",0,"18,644",0,
국회,국회의원,이광희,배우자,채무,금융채무,"신한은행 52,672(35,243 감소)","87,915",0,"35,243","52,672",
국회,국회의원,이광희,장남,채무,금융채무,"신한은행 57,600(6,400 감소)","64,000",0,"6,400","57,600",
국회,국회의원,이광희,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,타인부양
국회,국회의원,이광희,장녀,고지거부 및 등록제외사항,,등록제외,"16,133",0,"16,133",0,혼인
국회,국회의원,이광희,총 계,고지거부 및 등록제외사항,,,"281,953","85,592","-33,496","401,041","증감액: 119,088천원 (가액변동: -1,000천원)"
국회,국회의원,이기헌,본인,건물,오피스텔,경기도 고양시 일산동구 장항동 엠시티타워&엠시티오피스텔 대지 27.77㎡ 중 13.88㎡ 건물 118.13㎡ 중 59.06㎡,"212,500",0,0,"212,500",
국회,국회의원,이기헌,본인,건물,빌딩(전세(임차 )권),경기도 고양시 일산동구 장항동 센트럴프라자 대지 26.01㎡ 건물 115.87㎡,"20,000",0,0,"20,000",
국회,국회의원,이기헌,본인,건물,복합건물(주택+ 상가),"서울특별시 관악구 봉천동 대지 195.00㎡ 중 39.00㎡ 건물 475.00㎡ 중 95.00㎡ (대지 지분면적 39.00㎡ 증가, 건물 지분면적 95.00㎡ 증가)",0,"288,437",0,"288,437",상속
국회,국회의원,이기헌,배우자,건물,오피스텔,경기도 고양시 일산동구 장항동 엠시티타워&엠시티오피스텔 대지 27.77㎡ 중 13.88㎡ 건물 118.13㎡ 중 59.06㎡,"212,500",0,0,"212,500",
국회,국회의원,이기헌,장녀,건물,오피스텔(전세( 임차)권),"서울특별시 영등포구 당산동1가 더채움오피스텔 대지 0.00㎡ 건물 0.00㎡ (대지 11.35㎡ 감소, 건물 27.94㎡ 감소)","20,000",0,"20,000",0,계약만료
국회,국회의원,이기헌,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2014년식 k7 배기량(2,400cc)","10,000",0,"1,000","9,000",가액변동
국회,국회의원,이기헌,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2024년식 싼타페 하이브리드 배기량(1,600cc)","37,850",0,"6,250","31,600",가액변동
국회,국회의원,이기헌,본인,예금,,"국민은행 1,763(1,201 증가), 농협은행 7,322(56,185 감소), 새마을금고중앙회 0(10,537 감소), 신한라이프생명보험 29,403(1,394 증가)","102,615","6,595","70,722","38,488",급여저축 등
국회,국회의원,이기헌,배우자,예금,,"(주)카카오페이증권 0(110 감소), KB증권 5, 국민은행 91,831(52,555 증가), 농협중앙회 139, 미래에셋증권 1,267(182 증가), 삼성생명보험 17,725(925 증가), 새마을금고중앙회 36,613(1,731 감소), 스탠다드차타드은행 10, 주식회사 카카오뱅크 6,169(3,702 증가), 한화생명보험주식회사 13,393(1,461 증가), 현대해상화재보험 301(190 증가)","110,279","92,418","35,244","167,453",
국회,국회의원,이기헌,장녀,예금,,"국민은행 47,568(33,672 증가), 농협은행 8,714(5,470 증가), 새마을금고중앙회 14,974(705 감소), 스탠다드차타드은행 0(270 감소), 중소기업은행 1, 키움증권 45(45 증가), 토스뱅크(주) 96(96 증가)","33,090","41,845","3,537","71,398",
국회,국회의원,이기헌,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 205,620(146,620 증가)","59,000","146,620",0,"205,620",후원금 증가
국회,국회의원,이기헌,본인,채권,,사인간채권,"150,000",0,0,"150,000",
국회,국회의원,이기헌,본인,채무,금융채무,"농협은행 190,000(100,000 감소)","290,000",0,"100,000","190,000",일부상환
국회,국회의원,이기헌,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,이기헌,총 계,고지거부 및 등록제외사항,,,"677,834","575,915","36,753","1,216,996","증감액: 539,162천원 (가액변동: -7,250천원)"
국회,국회의원,이달희,본인,건물,오피스텔(전세( 임차)권),서울특별시 서초구 방배동 반포래디앙 시그니처 건물 43.52㎡,"490,000",0,0,"490,000",변동 없음
국회,국회의원,이달희,배우자,건물,아파트,대구광역시 북구 구암동 미래타운 건물 134.99㎡,"350,000",0,0,"350,000",변동 없음
국회,국회의원,이달희,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2016년식 K9 배기량(3,800cc)","16,600",0,"2,360","14,240",가액 변동
국회,국회의원,이달희,장녀,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2015년식 그랜저 배기량(2,359cc) 증가",0,"6,390 (6,000)",0,"6,390",추가 신고
국회,국회의원,이달희,본인,예금,,"KB라이프생명보험 27,988, 농협은행 40,654(29,972 증가), 메리츠종금증권 97(34 감소), 메리츠화재해상보험(보험) 3,234(1,213 증가), 미래에셋생명보험 17,056(71 증가), 삼성생명보험 64,308, 삼성화재해상보험 12,685(8,890 감소), 새마을금고중앙회 10,948, 아이엠뱅크 6,155(10,278 감소), 키움증권 12","171,083","35,375","23,321","183,137",급여 저축
국회,국회의원,이달희,배우자,예금,,"KB라이프생명보험 38,057, 국민은행 330,315(42,952 증가), 삼성증권 2, 새마을금고중앙회 0(23 감소), 우리은행 6","325,451","240,900","197,971","368,380",
국회,국회의원,이달희,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 86,907(86,907 증가)",0,"86,907",0,"86,907",후원금 증가
국회,국회의원,이달희,본인,증권,상장주식,"CAESARSENTERTAINMENTINCNEW 3주, NAVER 51주(51주 증가), 교촌에프앤비 662주(662주 증가), 삼성전자 1주(1주 증가)",147,"15,359",47,"15,459",신규 매입 및 보유 주식 가액 변동
국회,국회의원,이달희,본인,채권,,사인간채권,"50,000",0,0,"50,000",변동 없음
국회,국회의원,이달희,본인,채무,금융채무,"아이엠뱅크 300,000","300,000",0,0,"300,000",변동 없음
국회,국회의원,이달희,장녀,채무,금융채무,"신한은행 38,930(38,930 증가)",0,"38,930",0,"38,930",추가 신고
국회,국회의원,이달희,장녀,가상자산,,"비트코인 0.000145개(0.000145개 증가), 이더리움 0.000321개(0.000321개 증가)",0,19,0,19,매입
국회,국회의원,이달희,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,이달희,총 계,고지거부 및 등록제외사항,,,"1,103,281","346,020","223,699","1,225,602","증감액: 122,321천원 (가액변동: -2,407천원)"
국회,국회의원,이만희,본인,토지,답,경상북도 영천시 고경면 대성리 155번지 887.00㎡ 중 887.00㎡,"22,352",533,0,"22,885",가액 변동
국회,국회의원,이만희,본인,토지,답,"경상북도 영천시 고경면 대성리 156번지 1,181.00㎡","30,352",708,0,"31,060",가액변동
국회,국회의원,이만희,본인,토지,임야,"경상북도 영천시 고경면 오류리 812-1번지 1,181.00㎡ 중 84.35㎡",403,2,0,405,가액변동
국회,국회의원,이만희,본인,토지,대지,경상북도 영천시 고경면 대성리 269-1번지 23.00㎡,"1,559",33,0,"1,592",가액변동
국회,국회의원,이만희,본인,토지,임야,경상북도 영천시 고경면 오류리 산 19-14번지 360.00㎡ 중 174.05㎡,423,2,0,425,가액변동
국회,국회의원,이만희,본인,토지,대지,경상북도 영천시 고경면 대성리 277번지 337.00㎡,"40,000",0,0,"40,000",가액변동없음
국회,국회의원,이만희,본인,토지,임야,"경상북도 영천시 고경면 오류리 산 19-5번지 1,402.00㎡ 중 677.83㎡","1,701",34,0,"1,735",가액변동
국회,국회의원,이만희,본인,토지,임야,"경상북도 영천시 고경면 오류리 산 19-12번지 9,515.00㎡ 중 4,600.27㎡","13,203",46,0,"13,249",가액변동
국회,국회의원,이만희,본인,토지,임야,"경상북도 영천시 고경면 오류리 산 19-2번지 28,297.00㎡ 중 13,680.91㎡","16,964",274,0,"17,238",가액변동
국회,국회의원,이만희,본인,토지,임야,경상북도 영천시 고경면 오류리 산 19-21번지 146.00㎡ 중 70.59㎡,227,1,0,228,가액변동
국회,국회의원,이만희,본인,토지,답,"경상북도 영천시 고경면 대성리 154번지 2,163.00㎡","54,508","1,297",0,"55,805",가액변동
국회,국회의원,이만희,본인,토지,답,경상북도 영천시 고경면 대성리 227번지 457.00㎡,"11,151",274,0,"11,425",가액변동
국회,국회의원,이만희,본인,건물,아파트,서울특별시 광진구 광장동 극동아파트 건물 126.94㎡,"1,306,000","248,000",0,"1,554,000",가액변동
국회,국회의원,이만희,본인,건물,단독주택,"경상북도 영천시 고경면 대성리 대지 2,116.00㎡ 건물 182.91㎡","121,000","2,000",0,"123,000",가액변동
국회,국회의원,이만희,본인,건물,상가,서울특별시 중구 서소문동 유원빌딩 대지 7.25㎡ 중 3.62㎡ 건물 36.49㎡ 중 18.25㎡,"336,183",0,0,"336,183",가액변동없음
국회,국회의원,이만희,본인,건물,사무실(전세(임 차)권),경상북도 영천시 완산동 2층 건물 246.40㎡,"20,000",0,0,"20,000",임차보증금
국회,국회의원,이만희,본인,건물,사무실(전세(임 차)권),경상북도 청도군 화양읍 범곡리 2층 건물 144.77㎡ (건물 144.77㎡ 증가),0,"20,000",0,"20,000",임차보증금
국회,국회의원,이만희,배우자,건물,상가,서울특별시 중구 서소문동 유원빌딩 대지 7.25㎡ 중 3.62㎡ 건물 36.49㎡ 중 18.25㎡,"336,183",0,0,"336,183",가액변동없음
국회,국회의원,이만희,배우자,건물,상가(전세(임차 )권),"서울특별시 중구 서소문동 유원빌딩 대지 3.62㎡ 건물 18.25㎡ (대지 3.62㎡ 증가, 건물 18.25㎡ 증가)",0,"20,000",0,"20,000",임차보증금
국회,국회의원,이만희,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 그랜저 배기량(2,359cc)","8,760",0,"1,160","7,600",가액변동
국회,국회의원,이만희,본인,예금,,"KB라이프생명보험 60,000, 국민은행 24,609(6,490 감소), 농협은행 199,829(115,440 감소), 중소기업은행 2,207(2 증가)","408,573","28,002","149,930","286,645",가계지출 및 채무상환
국회,국회의원,이만희,배우자,예금,,"DB손해보험(주) 15,066(3,359 증가), KB라이프생명보험 57,820(1,200 감소), 국민은행 13,149(197 증가), 삼성생명보험 43,218(7,700 감소), 삼성화재해상보험 126,204(6,372 증가), 에이비엘생명보험 36,000, 우리은행 5,761(13,103 감소), 우체국 184,536(6,110 증가), 중소기업은행 49,483(7,570 증가), 중소기업중앙회 1,000(1,000 증가), 케이디비생명보험 119,040, 한화손해보험 9,840(720 증가)","657,792","27,569","24,244","661,117",가계지출 및 채무상환
국회,국회의원,이만희,모,예금,,"농협중앙회 5,929(191 감소), 영천시산림조합 616","6,736",5,196,"6,545",
국회,국회의원,이만희,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협중앙회 19,741(12,190 증가)","7,551","12,190",0,"19,741",후원금 증가
국회,국회의원,이만희,본인,채권,,사인간채권,"30,000",0,0,"30,000",변동없음
국회,국회의원,이만희,모,채권,,사인간채권,"125,000",0,0,"125,000",변동없음
국회,국회의원,이만희,본인,채무,,사인간채무,"145,000",0,0,"145,000",변동없음
국회,국회의원,이만희,본인,채무,건물임대채무,서울특별시 중구 서소문동 유원빌딩 임대보증금 감소,"25,000","20,000","25,000","20,000",계약변경
국회,국회의원,이만희,배우자,채무,,사인간채무 증가,0,"28,053",0,"28,053",외상매입금
국회,국회의원,이만희,배우자,채무,금융채무,"우리은행 320,000","320,000",0,0,"320,000",변동없음
국회,국회의원,이만희,배우자,채무,건물임대채무,서울특별시 중구 서소문동 유원빌딩 임대보증금 감소,"25,000",0,"25,000",0,전액 상환
국회,국회의원,이만희,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,이만희,총 계,고지거부 및 등록제외사항,,,"3,041,621","312,917","125,530","3,229,008","증감액: 187,387천원 (가액변동: 252,044천원)"
국회,국회의원,이상식,본인,건물,아파트(전세(임 차)권),경기도 용인시 처인구 역북동 우미 린 센트럴파크 건물 84.96㎡,"50,000",0,0,"50,000",
국회,국회의원,이상식,본인,건물,근린생활시설( 전세(임차)권),경기도 용인시 처인구 김량장동 수빌딩 대지 206.08㎡ 건물 206.08㎡,"30,000",0,0,"30,000",
국회,국회의원,이상식,본인,건물,아파트(전세(임 차)권),"서울특별시 성동구 행당동 서울숲리버뷰자이 건물 38,351.00㎡ 중 128.52㎡","500,000",0,0,"500,000",
국회,국회의원,이상식,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 GV80 배기량(2,996cc)","39,320","1,240",0,"40,560",
국회,국회의원,이상식,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 카니발 하이리무진 배기량(2,151cc)","36,080",0,870,"35,210",
국회,국회의원,이상식,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 포터 II 배기량(2,497cc)","3,330","2,610",0,"5,940",
국회,국회의원,이상식,본인,현금,,현금 증가,0,"50,000",0,"50,000",채권자가 채무자로부터 현금으로 상환 받음
국회,국회의원,이상식,배우자,현금,,현금,"200,000",0,0,"200,000",
국회,국회의원,이상식,본인,예금,,"국민은행 17,837(7,531 증가), 신용협동조합중앙회 104(3 증가), 신한은행 9,743(3,486 증가), 한화생명보험주식회사 2,880, 현대해상화재보험 7,783(1,639 증가)","25,688","12,659",0,"38,347",소득
국회,국회의원,이상식,배우자,예금,,"(주)카카오페이증권 3(3 증가), KB라이프생명보험 29,358(12,149 증가), NH투자증권 16, 메리츠화재해상보험(보험) 2,401(857 증가), 삼성화재해상보험 1,040(480 증가), 신용협동조합중앙회 104(4 증가), 신한은행 20(3,356 감소), 씨티은행 2, 우리은행 9, 한화생명보험주식회사 24,027(9,937 증가), 흥국생명보험 9,625(2,511 증가)","44,020","25,941","3,356","66,605",
국회,국회의원,이상식,차남,예금,,"삼성증권 11, 신한은행 10,681, 악사(AXA)손해보험 27, 중소기업은행 0(314 감소)","11,033",0,314,"10,719",
국회,국회의원,이상식,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"신한은행 25,704(16,465 증가)","9,239","16,465",0,"25,704",후원금
국회,국회의원,이상식,본인,채권,,사인간채권 감소,"150,000",0,"50,000","100,000",채무자가 채권자에게 현금으로 상환함
국회,국회의원,이상식,배우자,채권,,사인간채권 감소,"3,650,000",0,"2,650,000","1,000,000",채무자가 채권자에게 예술품으로 반환함
국회,국회의원,이상식,배우자,채무,금융채무,"(주)와이펀드 200,000(200,000 증가), KB라이프생명보험 7,800(7,800 증가), 우리카드 1,028(1,028 증가)",0,"208,828",0,"208,828",
국회,국회의원,이상식,차남,채무,금융채무,주식회사 카카오뱅크 0(499 감소),499,0,499,0,
국회,국회의원,이상식,배우자,보석류,,다이아몬드 감소,"150,000",0,"150,000",0,분실
국회,국회의원,이상식,배우자,보석류,,사파이어,"50,000",0,0,"50,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (다이얼로그(블루), 162*131Cm, 이우환, 2010)","1,000,000",0,0,"1,000,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (B.Q.O. 27, 183*122Cm, 바이런 킴, 2022)","70,000",0,0,"70,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (다이얼로그(그레이), 162*131Cm, 이우환, 2007) 증가","325,000","25,000",0,"350,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (도화, 120호Cm, 차규선, 2008)","20,000",0,0,"20,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (화원, 100호Cm, 차규선, 2021)","20,000",0,0,"20,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (Landscape Over Being, 100호Cm, 유주희, 2021)","20,000",0,0,"20,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,회화 (Repetition-Trace of Meditation(반복-사유의 명상)),"20,000",0,0,"20,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"공예 (Heart to Heart 03, 108*60*81Cm, 이철희, 연도 미상)","20,000",0,0,"20,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (석류, 50호Cm, 승지민, 2023)","7,000",0,0,"7,000",
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (다이얼로그(오렌지), 100호Cm, 이우환, 2015) 증가",0,"1,200,000",0,"1,200,000",채권자가 채무자로부터 예술품으로 반환 받음
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (다이얼로그, 100호Cm, 이우환, 2010) 증가",0,"800,000",0,"800,000",채권자가 채무자로부터 예술품으로 반환 받음
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (Aggregation 14 NV064(Desire 140), 전광영) 증가",0,"250,000",0,"250,000",채권자가 채무자로부터 예술품으로 반환 받음
국회,국회의원,이상식,배우자,골동품 및 예술품,,"회화 (With Wind, 100호Cm, 이우환, 1991) 증가",0,"800,000",0,"800,000",채권자가 채무자로부터 예술품으로 반환 받음
국회,국회의원,이상식,모,고지거부 및 등록제외사항,,고지거부,"139,906",0,"139,906",0,독립생계유지
국회,국회의원,이상식,장남,고지거부 및 등록제외사항,,고지거부,"28,215",0,"28,215",0,독립생계유지
국회,국회의원,이상식,총 계,고지거부 및 등록제외사항,,,"6,618,332","2,975,087","3,022,162","6,571,257","증감액: -47,075천원 (가액변동: 2,980천원)"
국회,국회의원,이상휘,본인,토지,전,충청북도 진천군 이월면 신계리 682-1번지 532.00㎡ 중 266.00㎡,"5,081",53,0,"5,134",가액변동
국회,국회의원,이상휘,본인,토지,답,충청북도 진천군 이월면 신계리 676번지 258.00㎡ 중 129.00㎡,"1,613",51,0,"1,664",가액변동
국회,국회의원,이상휘,본인,토지,답,충청북도 진천군 이월면 신계리 679-2번지 202.00㎡ 중 101.00㎡,"1,081",0,10,"1,071",가액변동
국회,국회의원,이상휘,본인,토지,임야,"충청북도 진천군 이월면 신계리 산 62-5번지 12,606.00㎡ 중 6,303.00㎡","123,500",0,0,"123,500",가액변동없음
국회,국회의원,이상휘,본인,토지,유원지,"충청북도 진천군 이월면 신계리 677번지 0.00㎡ 중 0.00㎡ (총면적 383.00㎡ 감소, 지분면적 191.50㎡ 감소)","15,435",0,"15,435",0,건물에 합산하여 신고
국회,국회의원,이상휘,본인,토지,유원지,"충청북도 진천군 이월면 신계리 678번지 0.00㎡ 중 0.00㎡ (총면적 446.00㎡ 감소, 지분면적 223.00㎡ 감소)","17,974",0,"17,974",0,건물에 합산하여 신고
국회,국회의원,이상휘,본인,토지,유원지,"충청북도 진천군 이월면 신계리 682번지 0.00㎡ 중 0.00㎡ (총면적 450.00㎡ 감소, 지분면적 225.00㎡ 감소)","18,135",0,"18,135",0,건물에 합산하여 신고
국회,국회의원,이상휘,배우자,토지,전,충청북도 진천군 이월면 신계리 682-1번지 532.00㎡ 중 266.00㎡,"5,081",53,0,"5,134",가액변동
국회,국회의원,이상휘,배우자,토지,답,충청북도 진천군 이월면 신계리 676번지 258.00㎡ 중 129.00㎡,"1,613",51,0,"1,664",가액변동
국회,국회의원,이상휘,배우자,토지,답,충청북도 진천군 이월면 신계리 679-2번지 202.00㎡ 중 101.00㎡,"1,081",0,10,"1,071",가액변동
국회,국회의원,이상휘,배우자,토지,임야,"충청북도 진천군 이월면 신계리 산 62-5번지 12,606.00㎡ 중 6,303.00㎡","123,500",0,0,"123,500",가액변동 없음
국회,국회의원,이상휘,배우자,토지,유원지,"충청북도 진천군 이월면 신계리 677번지 0.00㎡ 중 0.00㎡ (총면적 383.00㎡ 감소, 지분면적 191.50㎡ 감소)","15,435",0,"15,435",0,건물에 합산하여 신고
국회,국회의원,이상휘,배우자,토지,유원지,"충청북도 진천군 이월면 신계리 678번지 0.00㎡ 중 0.00㎡ (총면적 446.00㎡ 감소, 지분면적 223.00㎡ 감소)","17,974",0,"17,974",0,건물에 합산하여 신고
국회,국회의원,이상휘,배우자,토지,유원지,"충청북도 진천군 이월면 신계리 682번지 0.00㎡ 중 0.00㎡ (총면적 450.00㎡ 감소, 지분면적 225.00㎡ 감소)","18,135",0,"18,135",0,건물에 합산하여 신고
국회,국회의원,이상휘,배우자,토지,전,충청북도 진천군 이월면 신계리 681-1번지 212.00㎡,"5,000",0,0,"5,000",가액변동 없음
국회,국회의원,이상휘,배우자,토지,도로,충청북도 진천군 이월면 신계리 681-2번지 23.00㎡,600,0,0,600,가액변동 없음
국회,국회의원,이상휘,본인,건물,복합건물(주택+ 상가),충청북도 진천군 이월면 신계리 대지 999.00㎡ 중 499.50㎡ 건물 334.68㎡ 중 167.34㎡,"280,500",0,0,"280,500",가액변동 없음
국회,국회의원,이상휘,본인,건물,상가,"충청북도 진천군 이월면 신계리 대지 0.00㎡ 중 0.00㎡건물 0.00㎡ 중 0.00㎡ (대지 지분면적 855.50㎡ 감소, 건물 지분면적 57.88㎡ 감소)","112,711",0,"112,711",0,건물 소재지번대지 포함하여 변경
국회,국회의원,이상휘,본인,건물,아파트(전세(임 차)권),경상북도 포항시 남구 오천읍 원리 1차부영아파트 건물 84.89㎡,"20,000",0,0,"20,000",변동없음
국회,국회의원,이상휘,본인,건물,오피스텔(전세( 임차)권),"서울특별시 마포구 도화동 에스케이허브그린 건물 0.00㎡ 중 0.00㎡ (건물 총면적 2,083.50㎡ 감소, 지분면적 27.79㎡ 감소)","10,000",0,"10,000",0,계약종료
국회,국회의원,이상휘,본인,건물,사무실(전세(임 차)권),경상북도 포항시 남구 대잠동 2층 건물 264.00㎡,"15,000",0,0,"15,000",변동없음
