소속,직위,성명,본인과의 관계,재산 구분,재산의 종류,소재지 면적 등 권리의 명세,종전가액(천원),증가액(천원),감소액(천원),현재가액(천원),변동사유
국회,국회의원,나경원,배우자,채무,건물임대채무,서울특별시 광진구 구의동 임대보증금,"3,000",0,0,"3,000",
국회,국회의원,나경원,배우자,채무,건물임대채무,서울특별시 중구 신당동 임대보증금 감소,"100,000",0,"100,000",0,
국회,국회의원,나경원,배우자,채무,기타,BMW파이낸셜서비스코리아 감소,"1,023",0,"1,023",0,
국회,국회의원,나경원,장남,채무,,사인간채무 증가,0,"215,000",0,"215,000",부동산 매입대금
국회,국회의원,나경원,장녀,채무,,사인간채무 증가,0,"215,000",0,"215,000",부동산 매입대금
국회,국회의원,나경원,본인,회원권,헬스,서울클럽,"50,000",0,0,"50,000",
국회,국회의원,나경원,장녀,회원권,헬스,서울클럽,"75,000",0,0,"75,000",
국회,국회의원,나경원,본인,비영리법인에 출연한 재산,출연,"사단법인 인구와기후그리고내일, 출연재산: 3,000천원, 보유직위: 이사장",-,-,-,-,
국회,국회의원,나경원,부,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,나경원,총 계,고지거부 및 등록제외사항,,,"5,953,678","3,739,901","1,790,743","7,902,836","증감액: 1,949,158천원 (가액변동: 368,762천원)"
국회,국회의원,남인순,본인,건물,아파트(전세(임 차)권),서울특별시 송파구 거여동 e편한세상 송파 파크센트럴 건물 59.96㎡,"590,000","50,000",0,"640,000",전세가액 변동
국회,국회의원,남인순,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2020년식 코나(KONA) 배기량(1,591cc)","10,550",150,0,"10,700",가액 변동
국회,국회의원,남인순,본인,예금,,"KB증권 6,899(6,899 증가), 교보생명보험 35,125, 국민은행 467(994 감소), 농협은행 47,139(9,104 감소), 농협중앙회 23, 동양생명보험 23,751(6,249 감소), 삼성생명보험 3,592, 삼성화재해상보험 5,805(14,394 감소), 새마을금고중앙회 6,177(186 증가), 신용협동조합중앙회 100(100 증가), 신한은행 10,003(3 증가)","162,634","41,188","64,741","139,081",예금 사용으로 인한 감소
국회,국회의원,남인순,배우자,예금,,"국민은행 63, 농협은행 20, 삼성생명보험 4,428, 신한은행 7,203(12,762 감소)","24,476",0,"12,762","11,714",
국회,국회의원,남인순,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 177,433(86,179 증가)","91,254","86,179",0,"177,433",정치자금법에 따른 정치자금 증가
국회,국회의원,남인순,본인,채무,,사인간채무,"270,000",0,0,"270,000",변동없음
국회,국회의원,남인순,총 계,채무,,,"608,914","177,517","77,503","708,928","증감액: 100,014천원 (가액변동: 150천원)"
국회,국회의원,노종면,본인,토지,임야,"울산광역시 울주군 온양읍 운화리 산 71번지 13,697.00㎡","40,406",274,0,"40,680",가액 변동
국회,국회의원,노종면,배우자,토지,전,"강원특별자치도 홍천군 남면 용수리 130-3번지 2,566.00㎡","85,448",770,0,"86,218",가액 변동
국회,국회의원,노종면,배우자,토지,임야,경기도 양평군 강상면 세월리 471-1번지 303.00㎡,"110,000",0,0,"110,000",변동없음
국회,국회의원,노종면,배우자,토지,답,경기도 양평군 강상면 세월리 474-1번지 523.00㎡,"110,000",0,0,"110,000",변동없음
국회,국회의원,노종면,배우자,토지,전,경기도 양평군 강상면 신화리 55-101번지 196.00㎡,"35,000",0,0,"35,000",변동없음
국회,국회의원,노종면,배우자,토지,도로,경기도 양평군 강상면 신화리 55-98번지 34.00㎡,"5,000",0,0,"5,000",변동없음
국회,국회의원,노종면,배우자,토지,대지,경기도 양평군 강상면 신화리 55-16번지 163.00㎡,"74,000",0,0,"74,000",변동없음
국회,국회의원,노종면,배우자,토지,도로,경기도 양평군 강상면 신화리 55-90번지 672.00㎡ 중 10.00㎡,598,2,0,600,가액 변동
국회,국회의원,노종면,배우자,토지,도로,경기도 양평군 강상면 신화리 55-94번지 523.00㎡ 중 7.00㎡,419,1,0,420,가액 변동
국회,국회의원,노종면,본인,건물,사무실(전세(임 차)권),인천광역시 부평구 부평동 3층 건물 115.50㎡,"30,000",0,0,"30,000",변동없음
국회,국회의원,노종면,배우자,건물,단독주택,경기도 양평군 강상면 신화리 대지 384.00㎡ 건물 124.77㎡,"255,000",0,0,"255,000",변동없음
국회,국회의원,노종면,배우자,건물,아파트,인천광역시 부평구 산곡동 현대1단지아파트 건물 84.60㎡,"400,000",0,0,"400,000",변동없음
국회,국회의원,노종면,모,건물,아파트(전세(임 차)권),서울특별시 은평구 진관동 은평뉴타운상림마을 건물 84.79㎡,"460,000",0,0,"460,000",변동없음
국회,국회의원,노종면,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2024년식 니로 하이브리드 배기량(1,580cc)","10,400",0,"1,615","8,785",보험가액 변동
국회,국회의원,노종면,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2024년식 니로 하이브리드 배기량(1,580cc)","10,400",0,"1,615","8,785",보험가액 변동
국회,국회의원,노종면,본인,예금,,"KB라이프생명보험 74,603(3,115 증가), 농협은행 5,283(1,479 증가), 미래에셋증권 197(97 증가), 스탠다드차타드은행 2, 신한은행 3,959(1,907 증가), 우리은행 14, 중소기업은행 1,488(55 증가)","78,893","6,653",0,"85,546",급여 저축 및 생활비 지출 등
국회,국회의원,노종면,배우자,예금,,"(주)상상인증권 15, KB라이프생명보험 30,534(8,702 감소), 국민은행 3, 농협은행 158(3,386 감소), 신한은행 9,862(4,305 증가), 주식회사 카카오뱅크 3,604(449 감소), 하나손해보험(주) 679(129 증가)","52,958","9,346","17,449","44,855",
국회,국회의원,노종면,모,예금,,"KB라이프생명보험 295,436, NH투자증권 25(1 증가), 교보증권 2, 농협중앙회 67, 새마을금고중앙회 71,824(13,700 감소), 신한은행 100,000(93 감소), 우리은행 82,364(6,274 감소), 우체국 190,000(10,000 감소), 중소기업은행 2","769,786","434,277","464,343","739,720",
국회,국회의원,노종면,장남,예금,,"KB증권 863(863 증가), 국민은행 9,165(6,897 증가), 군인공제회 1,100(1,100 증가), 중소기업은행 4,200(3,000 증가)","3,468","12,563",703,"15,328",
국회,국회의원,노종면,장녀,예금,,"(주)카카오페이증권 0(211 감소), 우리은행 17,141(11,472 증가), 주식회사 카카오뱅크 805(574 증가), 케이뱅크 55(36 증가), 토스뱅크(주) 136(136 증가), 한국투자증권 759(701 증가)","6,188","12,919",211,"18,896",
국회,국회의원,노종면,차녀,예금,,"(주)카카오페이증권 90(89 증가), 국민은행 4,820(1,220 증가), 스탠다드차타드은행 7(7 증가), 주식회사 카카오뱅크 561(560 증가), 하나손해보험(주) 407(132 증가)","3,877","5,608","3,600","5,885",급여 저축 및 생활비 지출 등
국회,국회의원,노종면,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협중앙회 66,216(62,721 감소)","128,937",0,"62,721","66,216",후원금 감소 및 의정활동 정치자금 지출
국회,국회의원,노종면,본인,증권,상장주식,"YTN 305주, 덕양산업 2,222주","7,557",203,"2,000","5,760",평가액 변동
국회,국회의원,노종면,본인,채무,금융채무,"주식회사 카카오뱅크 2,327(17,583 감소)","19,910",0,"17,583","2,327",일부 상환
국회,국회의원,노종면,배우자,채무,금융채무,"신한은행 310,749(3,592 감소)","314,341",0,"3,592","310,749",일부 상환
국회,국회의원,노종면,총 계,채무,,,"2,344,084","482,616","533,082","2,293,618","증감액: -50,466천원 (가액변동: -3,980천원)"
국회,국회의원,맹성규,본인,토지,임야,"충청남도 천안시 동남구 광덕면 보산원리 산 12번지 56,231.00㎡ 중 11,246.20㎡","40,036","1,238",0,"41,274",
국회,국회의원,맹성규,본인,건물,근린생활시설( 전세(임차)권),인천광역시 남동구 구월동 대진빌딩 대지 330.10㎡ 건물 206.79㎡,"30,000",0,0,"30,000",
국회,국회의원,맹성규,배우자,건물,복합건물(주택+ 상가),인천광역시 중구 답동 대지 89.30㎡ 중 89.20㎡ 건물 293.37㎡ 중 293.20㎡,"250,000",0,0,"250,000",
국회,국회의원,맹성규,배우자,건물,아파트(전세(임 차)권),인천광역시 남동구 구월동 구월아시아드선수촌 센트럴자이 건물 0.00㎡ (건물 101.93㎡ 감소),"445,000",0,"445,000",0,
국회,국회의원,맹성규,배우자,건물,아파트(전세(임 차)권),인천광역시 남동구 구월동 구월아시아드선수촌 센트럴자이 건물 101.95㎡ (건물 101.95㎡ 증가),0,"490,000",0,"490,000",
국회,국회의원,맹성규,모,건물,아파트(전세(임 차)권),인천광역시 동구 송현동 솔빛마을주공아파트 건물 46.92㎡,"30,000",0,0,"30,000",
국회,국회의원,맹성규,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2018년식 올뉴K7 배기량(2,359cc)","5,580",0,275,"5,305",
국회,국회의원,맹성규,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2018년식 올뉴K7 배기량(2,359cc)","5,580",0,275,"5,305",
국회,국회의원,맹성규,본인,예금,,"농협은행 302,822(262,044 증가), 우체국 14,667(10,102 증가)","45,343","277,252","5,106","317,489","급여 증가, 생활비 지출"
국회,국회의원,맹성규,배우자,예금,,"국민은행 615,822(338,764 감소), 롯데손해보험 3,459(317 증가), 메리츠화재해상보험(보험) 11,803(4,877 증가), 삼성화재해상보험 725(300 증가), 에이비엘생명보험 16,012(6,626 증가), 우체국 14,496, 한국투자증권 74(74 증가), 한화생명보험주식회사 14,581(2,768 증가)","1,000,774","614,962","938,764","676,972","급여 증가, 생활비 지출"
국회,국회의원,맹성규,모,예금,,"농협생명보험 12,468, 농협은행 13,685(51 증가), 농협중앙회 7,239(2,768 감소), 새마을금고중앙회 11(11 증가)","36,109","7,483","10,189","33,403",
국회,국회의원,맹성규,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"우체국 62,485(36,291 증가)","26,194","36,291",0,"62,485",후원금 증가
국회,국회의원,맹성규,배우자,증권,상장주식,"두산로보틱스 200주(200주 증가), 알테오젠 17주(17주 증가)",0,"23,241",0,"23,241",신규 매입
국회,국회의원,맹성규,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,맹성규,차남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,맹성규,총 계,고지거부 및 등록제외사항,,,"1,914,616","1,450,467","1,399,609","1,965,474","증감액: 50,858천원 (가액변동: 688천원)"
국회,국회의원,모경종,본인,건물,사무실(전세(임 차)권),인천광역시 서구 마전동 검단하이뷰 건물 105.04㎡ (건물 105.04㎡ 증가),0,"10,000",0,"10,000",신규 등록
국회,국회의원,모경종,배우자,건물,아파트(전세(임 차)권),인천광역시 서구 당하동 인천원당금호어울림아파트 건물 84.99㎡,"250,000",0,0,"250,000",변동 없음
국회,국회의원,모경종,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2018년식 스토닉 U2 1.6 배기량(1,600cc)","8,330",0,"1,920","6,410",가액 변동
국회,국회의원,모경종,본인,예금,,"(주)KEB하나은행 20(20 증가), 국민은행 143(139 증가), 농협은행 30,339(11,082 증가), 메리츠화재해상보험(보험) 11,958(1,128 증가), 메트라이프생명보험 21,600(21,600 증가), 신한은행 995(74 감소), 업비트 1,503(2 감소), 우리은행 7,245(4,949 증가), 유안타증권 1, 케이뱅크 360(355 증가), 키움증권 63(49 증가), 한국투자증권 415(62 증가)","35,334","39,436",128,"74,642",급여 저축 등
국회,국회의원,모경종,배우자,예금,,"DB손해보험(주) 350(120 증가), 국민은행 27,521(6,171 증가), 롯데손해보험 9,705(1,456 증가), 우리은행 1,800(1,800 증가), 우리투자증권 0(4 감소), 전북은행 0(1,800 감소), 키움증권 14,542(5,535 증가), 토스뱅크(주) 1,696(640 증가), 토스증권(주) 12,284(12,284 증가), 한국교직원공제회 1,646(427 증가), 현대해상화재보험 886(695 증가)","43,106","34,128","6,804","70,430",
국회,국회의원,모경종,장남,예금,,"토스뱅크(주) 100(100 증가), 토스증권(주) 482(482 증가)",0,582,0,582,급여 저축 등
국회,국회의원,모경종,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 80,506(58,803 증가)","21,703","58,803",0,"80,506",후원금 증가
국회,국회의원,모경종,본인,증권,상장주식,"이아이디보통주 0주(3,522주 감소), 코닉오토메이션 2,758주, 펄어비스 315주, 한송네오텍 0주(155주 감소)","17,835","5,400","5,139","18,096",주식 매도 및 상장폐지로 인한 가액 변동 등
국회,국회의원,모경종,본인,증권,비상장주식,"시스네오텍 15주(15주 증가), 이아이디 35주(35주 증가)",0,"2,059",0,"2,059",
국회,국회의원,모경종,본인,증권,기타(채권),환매체 0주,5,0,0,5,
국회,국회의원,모경종,배우자,증권,상장주식,"펄어비스 100주, 포스코홀딩스보통주 5주","4,037","1,228",0,"5,265",
국회,국회의원,모경종,본인,채무,,사인간채무,"30,000",0,0,"30,000",변동 없음
국회,국회의원,모경종,본인,채무,금융채무,"메트라이프생명보험 13,140(13,140 증가), 신한은행 63,855(12,765 감소)","76,620","13,140","12,765","76,995",신규 가입 및 봉급으로 상환
국회,국회의원,모경종,배우자,채무,금융채무,"국민은행 200,000, 한국교직원공제회 40,846(13,663 감소)","254,509",0,"13,663","240,846",봉급으로 상환
국회,국회의원,모경종,본인,가상자산,,"리플 0개(100개 감소), 클레이어 909.28767364개",306,0,306,0,거래 및 가상자산 매도 등
국회,국회의원,모경종,부,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,모경종,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
